name,category,address,phone,email,website,hours_raw,source_query,gmaps_url
月亮湾酒吧,Bar,"Syed Alwi Rd, 216-3, Singapore 207752",+65 8653 8816,,,Tuesday4 pm–3 am | Wednesday4 pm–3 am | Thursday4 pm–2 am | Friday4 pm–3 am | Saturday4 pm–3 am | Sunday5 pm–2 am | Monday4 pm–3 am,pubs Singapore,"https://www.google.com/maps/place/%E6%9C%88%E4%BA%AE%E6%B9%BE%E9%85%92%E5%90%A7/@1.3076256,103.8578987,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19c81ff8ffb7:0x15ff1e16d3c7922b!8m2!3d1.3076256!4d103.8578987!16s%2Fg%2F11fmvkzrzt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
After 5,Pub,"6 Jln Klapa, Singapore 328189",+65 9099 8008,,,Tuesday5 pm–1 am | Wednesday5 pm–1 am | Thursday5 pm–1 am | Friday5 pm–3 am | Saturday5 pm–3 am | SundayClosed | Monday5 pm–1 am,pubs Singapore,"https://www.google.com/maps/place/After+5/@1.3041113,103.8601146,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19b6dd167beb:0xbfad2168576ad317!8m2!3d1.3041113!4d103.8601146!16s%2Fg%2F11f4_mcb9m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Dorothy's Bar,Gay bar,"13A Trengganu St, Singapore 058467",+65 6221 6806,,https://www.instagram.com/dorothysbar?igsh=djg4cDJ1YjR3M3lw,Tuesday6 pm–1 am | Wednesday6 pm–1 am | Thursday6 pm–1 am | Friday6 pm–1 am | Saturday6 pm–2 am | Sunday3 pm–1 am | Monday6 pm–1 am,pubs Singapore,https://www.google.com/maps/place/Dorothy%27s+Bar/data=!4m7!3m6!1s0x31da197330eaf5ff:0x3d9e12ba731d282f!8m2!3d1.2828755!4d103.8442564!16s%2Fg%2F1tdyyggj!19sChIJ__XqMHMZ2jERLygdc7oSnj0?authuser=0&hl=en&rclk=1
The St. Regis Bar Singapore,Bar,"29 Tanglin Rd, The St. Regis Singapore, Singapore 247911",+65 6506 6859,stregisbar.singapore@stregis.com,https://thestregisbarsingapore.com/,Tuesday5 pm–12 am | Wednesday5 pm–12 am | Thursday5 pm–12 am | Friday5 pm–1 am | Saturday5 pm–1 am | Sunday5 pm–12 am | Monday5 pm–12 am,pubs Singapore,https://www.google.com/maps/place/The+St.+Regis+Bar+Singapore/data=!4m7!3m6!1s0x31da19b50e73235d:0x18059aa91808f494!8m2!3d1.3056768!4d103.8260239!16s%2Fg%2F11xvrw9m2_!19sChIJXSNzDrUZ2jERlPQIGKmaBRg?authuser=0&hl=en&rclk=1
A Gun Pub,Pub,"290n Joo Chiat Rd, Singapore 427542",+65 6345 4677,,http://www.facebook.com/pages/A-Gun-Pub/208451469192707,Tuesday4 pm–1 am | Wednesday4 pm–1 am | Thursday4 pm–1 am | Friday4 pm–1 am | Saturday4 pm–1 am | Sunday4 pm–1 am | Monday4 pm–1 am,pubs Singapore,https://www.google.com/maps/place/A+Gun+Pub/data=!4m7!3m6!1s0x31da1812667dba0b:0x29d534fd98c97e63!8m2!3d1.3102495!4d103.9016991!16s%2Fg%2F11cs5mph_k!19sChIJC7p9ZhIY2jERY37JmP001Sk?authuser=0&hl=en&rclk=1
Atrium Bar 317,Bar,"317 Outram Rd, Singapore 169075",+65 9114 0283,Atriumbar317.sinhi@ihg.com,https://singaporeatrium.holidayinn.com/atrium-bar-317,Tuesday 11 am–1 am | Wednesday 11 am–1 am | Thursday 11 am–1 am | Friday 11 am–1 am | Saturday 11 am–1 am | Sunday 11 am–1 am | Monday 11 am–1 am | Tuesday4–8 pm | Wednesday4–8 pm | Thursday4–8 pm | Friday4–8 pm | Saturday4–8 pm | Sunday4–8 pm | Monday4–8 pm,pubs Singapore,https://www.google.com/maps/place/Atrium+Bar+317/data=!4m7!3m6!1s0x31da1977e2531b09:0x4cf70e9c481ffaba!8m2!3d1.2890031!4d103.8341571!16s%2Fg%2F11c45nrlr6!19sChIJCRtT4ncZ2jERuvofSJwO90w?authuser=0&hl=en&rclk=1
RASA Space,Night club,"9 Raffles Place #02-01, Tower, #1 Republic Plaza, 048619",+65 8088 9671,info@rasaspace.com,http://rasaspace.com/,Tuesday 11:30 am–2:30 pm 5–10 pm | Wednesday 11:30 am–2:30 pm 5:30–11:30 pm | Thursday 11:30 am–2:30 pm 5–10 pm | Friday 11:30 am–2:30 pm 5 pm–3 am | Saturday 5 pm–4 am | Sunday Closed | Monday 11:30 am–2:30 pm | Tuesday11 am–2:30 pm | Wednesday11:30 am–2:30 pm | Thursday11 am–2:30 pm | Friday11 am–2:30 pm | SaturdayClosed | SundayClosed | Monday11 am–2:30 pm | Tuesday5–9 pm | Wednesday5–9 pm | Thursday5–11 pm | Friday5–11 pm | Saturday5–11 pm | SundayClosed | MondayClosed | TuesdayClosed | Wednesday5–8 pm | Thursday5–8 pm | Friday5–8 pm | SaturdayClosed | SundayClosed | MondayClosed,nightclubs Singapore,https://www.google.com/maps/place/RASA+Space/data=!4m7!3m6!1s0x31da190030e261a3:0xa3e0f55cfdde06f9!8m2!3d1.2832744!4d103.8508826!16s%2Fg%2F11wv4n4r4g!19sChIJo2HiMAAZ2jER-Qbe_Vz14KM?authuser=0&hl=en&rclk=1
YANG Club Singapore,Club,"3A River Valley Road, #01-02 Clarke Quay, 179020",+65 8218 8923,yin@theriverhouse.sg,https://www.yinyang.sg/yangclubsg,TuesdayClosed | Wednesday10:30 pm–3 am | ThursdayClosed | Friday10:30 pm–4 am | Saturday10:30 pm–4 am | SundayClosed | MondayClosed,nightclubs Singapore,https://www.google.com/maps/place/YANG+Club+Singapore/data=!4m7!3m6!1s0x31da19ff85896b37:0xa1605bd931e72fac!8m2!3d1.2900664!4d103.844857!16s%2Fg%2F11h4xl9mr4!19sChIJN2uJhf8Z2jERrC_nMdlbYKE?authuser=0&hl=en&rclk=1
Club Slim,Disco club,"5 Coleman St, #02-09 Excelsior Shopping Centre, Singapore 179805",+65 9246 3655,,,Tuesday8 pm–3 am | Wednesday8 pm–3 am | Thursday8 pm–3 am | Friday8 pm–3 am | Saturday8 pm–4 am | Sunday8 pm–3 am | Monday8 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Club+Slim/@1.2918776,103.8500267,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1904a16a35c3:0x80814be8ccbf655f!8m2!3d1.2918776!4d103.8500267!16s%2Fg%2F11t61dq5kl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
ALPHA,Disco club,"138 robinson road #04-01, Lobby, #2 Take, 068906",+65 8893 3756,webmaster@alphanightlife.com.sg,http://www.alphanightlife.com.sg/,TuesdayClosed | Wednesday9 pm–3 am | ThursdayClosed | Friday9 pm–3 am | Saturday9 pm–4 am | SundayClosed | MondayClosed,nightclubs Singapore,https://www.google.com/maps/place/ALPHA/data=!4m7!3m6!1s0x31da194bed659dcb:0xaea96488950b7590!8m2!3d1.278646!4d103.8484196!16s%2Fg%2F11tc69yyrg!19sChIJy51l7UsZ2jERkHULlYhkqa4?authuser=0&hl=en&rclk=1
Up Club Singapore,Disco club,"1 Rochor Canal Rd, #06-61 Sim Lim Square, Singapore 188504",,,,Tuesday8 pm–3 am | Wednesday8 pm–3 am | Thursday8 pm–3 am | Friday8 pm–3 am | Saturday8 pm–4 am | Sunday8 pm–3 am | Monday8 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Up+Club+Singapore/@1.3027164,103.8530965,17z/data=!3m1!4b1!4m6!3m5!1s0x31da190032c16907:0x67bbef0be08b449e!8m2!3d1.3027164!4d103.8530965!16s%2Fg%2F11z3_ylpv3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Ipanema World Music Bar,Club,"139 Cecil St, #12-01 YSY Building, Singapore 069539",+65 8225 1550,contact@gosgconsulting.com,https://ipanemaworldmusicbar.com/,Tuesday 5:30 pm–3 am | Wednesday 5:30 pm–3 am | Thursday 5:30 pm–3 am | Friday 5:30 pm–3 am | Saturday 5:30 pm–4 am | Sunday 2 pm–3 am | Monday 5:30 pm–3 am | Tuesday5:30–8:30 pm | Wednesday5:30–8:30 pm | Thursday5:30–8:30 pm | Friday5:30–8:30 pm | Saturday5:30–8:30 pm | SundayClosed | Monday5:30–8:30 pm | Tuesday6 pm–2 am | Wednesday6 pm–2 am | Thursday6 pm–2 am | Friday6 pm–2 am | Saturday6 pm–3 am | Sunday6 pm–2 am | Monday6 pm–2 am,nightclubs Singapore,https://www.google.com/maps/place/Ipanema+World+Music+Bar/data=!4m7!3m6!1s0x31da198cd02537dd:0xba7278897ca2ff9a!8m2!3d1.2795422!4d103.8484516!16s%2Fg%2F1tf2zxgh!19sChIJ3Tcl0IwZ2jERmv-ifIl4cro?authuser=0&hl=en&rclk=1
Capital Zouk Singapore,Lounge bar,"3C River Valley Road 01-05 to #02-06, 179022",+65 9006 8549,vegas@zoukgroup.com,https://zoukgroup.com/singapore/capital/,TuesdayClosed | WednesdayClosed | Thursday10 pm–4 am | Friday10 pm–4 am | Saturday10 pm–4 am | SundayClosed | MondayClosed,nightclubs Singapore,https://www.google.com/maps/place/Capital+Zouk+Singapore/data=!4m7!3m6!1s0x31da19b4c567c173:0xf30f5a1f8e7eafcf!8m2!3d1.2906392!4d103.8459314!16s%2Fg%2F11qp3sc_g5!19sChIJc8FnxbQZ2jERz69-jh9aD_M?authuser=0&hl=en&rclk=1
Taal,Disco club,"596 Serangoon Rd, Singapore 218209",+65 6295 0401,,,Tuesday7:30 pm–3 am | Wednesday7:30 pm–3 am | Thursday7:30 pm–3 am | Friday7:30 pm–3 am | Saturday7:30 pm–4 am | Sunday7:30 pm–3 am | Monday7:30 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Taal/@1.3152564,103.8582895,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19cfa497ac5b:0x9db453b1c55c49da!8m2!3d1.3152564!4d103.8582895!16s%2Fg%2F11h79mw8v3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
TUFF CLUB @ Oxley Tower,Night club,"138 Robinson Rd, #19-01, Singapore 068906",+65 9667 9424,whatyouwant@thugshopsg.com,https://www.thugshopsg.com/,TuesdayClosed | WednesdayClosed | ThursdayClosed | Friday10:30 pm–3 am | Saturday10:30 pm–3:30 am | SundayClosed | MondayClosed,nightclubs Singapore,https://www.google.com/maps/place/TUFF+CLUB+@+Oxley+Tower/data=!4m7!3m6!1s0x31da19553ab1edcd:0x87cd6b712175f9!8m2!3d1.2786699!4d103.8485023!16s%2Fg%2F11f5q941jd!19sChIJze2xOlUZ2jER-XUhcWvNhwA?authuser=0&hl=en&rclk=1
Club Deluxe | Singapore KTV | Opens Till 3 AM,Disco club,"111 North Bridge Road, B1, #07M Peninsula Plaza, 179098",+65 8300 5004,,https://taplink.cc/clubdeluxe.sg,Tuesday6 pm–3 am | Wednesday6 pm–3 am | Thursday6 pm–3 am | Friday6 pm–3 am | Saturday6 pm–4 am | SundayClosed | Monday6 pm–3 am,nightclubs Singapore,https://www.google.com/maps/place/Club+Deluxe+%7C+Singapore+KTV+%7C+Opens+Till+3+AM/data=!4m7!3m6!1s0x31da1996f2f6ee99:0xec3d7fdb0e7752c7!8m2!3d1.2923407!4d103.8508826!16s%2Fg%2F11sbspzvw_!19sChIJme728pYZ2jERx1J3Dtt_Pew?authuser=0&hl=en&rclk=1
Mandala Club,Social club,"31 Bukit Pasoh Rd, Singapore 089845",+65 8822 9154,events@mandala.club,https://mandala.club/,Tuesday7 am–12 am | Wednesday7 am–12 am | Thursday7 am–1 am | Friday7 am–1 am | Saturday12 pm–2 am | Sunday12–5 pm | Monday7 am–12 am,nightclubs Singapore,https://www.google.com/maps/place/Mandala+Club/data=!4m7!3m6!1s0x31da192b4181e901:0xd50f58b82e7e593a!8m2!3d1.279295!4d103.840375!16s%2Fg%2F11sfdc2gl5!19sChIJAemBQSsZ2jEROll-LrhYD9U?authuser=0&hl=en&rclk=1
Club Axis,Club,"35 Selegie Rd, B1-06/07/08 Parklane Shopping Mall, Singapore 188307",+65 8115 9165,,,Tuesday7 pm–3 am | Wednesday7 pm–3 am | Thursday7 pm–3 am | Friday2 pm–3 am | Saturday7 pm–4 am | Sunday2 pm–3 am | Monday7 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Club+Axis/@1.300661,103.8493367,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1975aaf68b63:0xc5bed426128916f3!8m2!3d1.300661!4d103.8493367!16s%2Fg%2F11tjft2cvh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Club Wave,Adult entertainment club,"150 Orchard Rd, Lv 9, Singapore 238841",,,,Tuesday9 pm–3 am | Wednesday9 pm–3 am | Thursday9 pm–3 am | Friday9 pm–3 am | Saturday9 pm–4 am | Sunday9 pm–3 am | Monday9 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Club+Wave/@1.301077,103.8409834,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17295e04644f:0xc4e0c43d54798a69!8m2!3d1.301077!4d103.8409834!16s%2Fg%2F11t892t_0k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
8 Degree Lounge - Bukit Batok,Karaoke bar,"91 Bukit Batok West Avenue 2, Block C, #03-01 Civil Service Club, 659206",+65 6515 6007,8degreeloungebukitbatok@hotmail.com,https://www.nightlifestreet.com/en/listing/8-degree-lounge-bukit-batok,Tuesday3 pm–1 am | Wednesday3 pm–1 am | Thursday3 pm–1 am | Friday3 pm–1 am | Saturday3 pm–2 am | Sunday3 pm–1 am | Monday3 pm–1 am,nightclubs Singapore,https://www.google.com/maps/place/8+Degree+Lounge+-+Bukit+Batok/data=!4m7!3m6!1s0x31da1038fe8ec7e5:0xa8411aca4fbf81c!8m2!3d1.3529991!4d103.7491335!16s%2Fg%2F11cjk2_btt!19sChIJ5ceO_jgQ2jERHPj7pKwRhAo?authuser=0&hl=en&rclk=1
Club Mu,Live music bar,"3 Coleman St, #02 12a, Singapore 179804",+65 9005 1299,u002F@club.mu,https://www.tiktok.com/@club.mu,Tuesday8 pm–3 am | Wednesday8 pm–3 am | Thursday8 pm–3 am | Friday8 pm–3 am | Saturday8 pm–4 am | Sunday8 pm–3 am | Monday8 pm–3 am,nightclubs Singapore,https://www.google.com/maps/place/Club+Mu/data=!4m7!3m6!1s0x31da19ead15d1bef:0x3c9ba4741c91ff6c!8m2!3d1.2918776!4d103.8500267!16s%2Fg%2F11tjlc2nwm!19sChIJ7xtd0eoZ2jERbP-RHHSkmzw?authuser=0&hl=en&rclk=1
Club Bagawan,Night club,"82 Boat Quay, Singapore 049870",+65 9858 0384,clubbagawan@hotmail.com,https://www.nightlifestreet.com/en/listing/club-bagawan,Tuesday9 pm–3 am | Wednesday9 pm–3 am | Thursday9 pm–3 am | Friday9 pm–3 am | Saturday9 pm–4 am | Sunday9 pm–3 am | Monday9 pm–3 am,nightclubs Singapore,https://www.google.com/maps/place/Club+Bagawan/data=!4m7!3m6!1s0x31da190a129e0dcd:0x73a1413d30fc2a5b!8m2!3d1.2885301!4d103.8491088!16s%2Fg%2F11f1tkfzqz!19sChIJzQ2eEgoZ2jERWyr8MD1BoXM?authuser=0&hl=en&rclk=1
Club Diamond Singapore,Disco club,"6001 Beach Rd, B1-09, Singapore 199589",+65 8412 8418,,https://www.facebook.com/ClubDiamondSG/,Tuesday7 pm–3 am | Wednesday7 pm–3 am | Thursday7 pm–3 am | Friday7 pm–3 am | Saturday7 pm–4 am | Sunday7 pm–3 am | Monday7 pm–3 am,nightclubs Singapore,https://www.google.com/maps/place/Club+Diamond+Singapore/data=!4m7!3m6!1s0x31da195a3120bd2f:0x7eb73de419daec5b!8m2!3d1.3019707!4d103.8643149!16s%2Fg%2F11rylj7d1l!19sChIJL70gMVoZ2jERW-zaGeQ9t34?authuser=0&hl=en&rclk=1
Club Lunar,Club,"150 Orchard Rd, #04-19, Singapore 238841",,,http://clublunar.org/,Tuesday10 pm–5 am | Wednesday10 pm–5 am | Thursday10 pm–5 am | Friday10 pm–5 am | Saturday10 pm–5 am | Sunday10 pm–5 am | Monday10 pm–5 am,nightclubs Singapore,https://www.google.com/maps/place/Club+Lunar/data=!4m7!3m6!1s0x31da1975c477bfd7:0x554c2c109a6a80!8m2!3d1.3015968!4d103.8411636!16s%2Fg%2F11t59bmnwx!19sChIJ1793xHUZ2jERgGqaECxMVQA?authuser=0&hl=en&rclk=1
McDonald's Choa Chu Kang CC,Fast food restaurant,"35 Teck Whye Ave, #01-01 Chua Chu Kang Community Club, Singapore 688892",+65 6777 3777,,https://www.mcdonalds.com.sg/,Tuesday7 am–1 am | Wednesday7 am–1 am | Thursday7 am–1 am | Friday7 am–1 am | Saturday7 am–1 am | Sunday7 am–1 am | Monday7 am–1 am,nightclubs Singapore,https://www.google.com/maps/place/McDonald%27s+Choa+Chu+Kang+CC/data=!4m7!3m6!1s0x31da11c07edc8925:0x8ab30e9c2b8290c4!8m2!3d1.3812817!4d103.7521015!16s%2Fg%2F1hc3zqfyt!19sChIJJYncfsAR2jERxJCCK5wOs4o?authuser=0&hl=en&rclk=1
The Whisper Room,Cocktail bar,"138 Market St, Level 38 CapitaGreen, Singapore 048946",+65 8129 1747,info@cotu.co,https://www.cotu.co/the-whisper-room,Tuesday4:30 pm–12 am | Wednesday4:30 pm–2 am | Thursday4:30 pm–2 am | Friday4:30 pm–3 am | Saturday3 pm–3 am | SundayClosed | Monday4:30 pm–12 am,nightclubs Singapore,https://www.google.com/maps/place/The+Whisper+Room/data=!4m7!3m6!1s0x31da19a3811e2b47:0x97ed7a5b43529d4e!8m2!3d1.282019!4d103.850082!16s%2Fg%2F11y5bc9r4_!19sChIJRysegaMZ2jERTp1SQ1t67Zc?authuser=0&hl=en&rclk=1
Club Sparks Singapore,Disco club,"1 Selegie Rd, B1-05/06 GR.iD (GR.iD Singapore), Singapore 188306",+65 9220 0433,,https://www.instagram.com/clubsparks.sg/?hl=en,Tuesday7 pm–3 am | Wednesday7 pm–3 am | Thursday7 pm–3 am | Friday7 pm–3 am | Saturday7 pm–4 am | Sunday7 pm–3 am | Monday7 pm–3 am,nightclubs Singapore,https://www.google.com/maps/place/Club+Sparks+Singapore/data=!4m7!3m6!1s0x31da194a5c31efbd:0xe70f7c2f75db38f1!8m2!3d1.3001949!4d103.8492265!16s%2Fg%2F11sthr71xw!19sChIJve8xXEoZ2jER8TjbdS98D-c?authuser=0&hl=en&rclk=1
Club Evo Singapore,Disco club,"530 N Bridge Rd, #03-01 Bugis Point, Singapore 188747",+65 9005 5113,,https://www.facebook.com/clubevosg,Tuesday 10 pm–3 am | Wednesday 10 pm–3 am | Thursday 10 pm–3 am | Friday 10 pm–3 am | Saturday 10 pm–4 am | Sunday 10 pm–3 am | Monday 10 pm–3 am | Tuesday8–10:30 pm | Wednesday8–10:30 pm | Thursday8–10:30 pm | Friday8–10:30 pm | Saturday8–10:30 pm | Sunday8–10:30 pm | Monday8–10:30 pm,nightclubs Singapore,https://www.google.com/maps/place/Club+Evo+Singapore/data=!4m7!3m6!1s0x31da1906effe7205:0xbb06415bd2cadbe5!8m2!3d1.2987774!4d103.8560966!16s%2Fg%2F11l5hslt7p!19sChIJBXL-7wYZ2jER5dvK0ltBBrs?authuser=0&hl=en&rclk=1
Warren Golf & Country Club,Country club,"81 Choa Chu Kang Wy, Singapore 688263",+65 6586 1245,golf@warren.org.sg,http://www.warren.org.sg/,Tuesday7 am–12 am | Wednesday7 am–12 am | Thursday7 am–12 am | Friday7 am–1 am | Saturday7 am–1 am | Sunday7 am–12 am | Monday7 am–12 am,nightclubs Singapore,https://www.google.com/maps/place/Warren+Golf+%26+Country+Club/data=!4m7!3m6!1s0x31da11e711f9bcf1:0xbb2e748bbf75972b!8m2!3d1.3840505!4d103.7365811!16s%2Fg%2F1td30kcg!19sChIJ8bz5EecR2jERK5d1v4t0Lrs?authuser=0&hl=en&rclk=1
666 Club Singapore,Disco club,"62 Cecil St, Level 5 Tpi Building, Singapore 049710",+65 8414 3466,,https://www.facebook.com/profile.php?id=61587096630819,Tuesday10 pm–3 am | Wednesday10 pm–3 am | Thursday10 pm–3 am | Friday10 pm–3 am | Saturday10 pm–4 am | Sunday10 pm–3 am | Monday10 pm–3 am,nightclubs Singapore,https://www.google.com/maps/place/666+Club+Singapore/data=!4m7!3m6!1s0x31da1958a2b33fbd:0x640f589255cff979!8m2!3d1.282121!4d103.8495378!16s%2Fg%2F11yz7qzn0c!19sChIJvT-zolgZ2jERefnPVZJYD2Q?authuser=0&hl=en&rclk=1
CÉ LA VI Singapore,Bar,"1 Bayfront Avenue, Hotel, Tower 3 Marina Bay Sands, 018971",+65 6508 2188,,https://www.celavi.com/en/singapore/,Tuesday12 pm–1 am | Wednesday12 pm–4 am | Thursday12 pm–3 am | Friday12 pm–4 am | Saturday11:30 am–4 am | Sunday12 pm–3 am | Monday12 pm–1 am,nightclubs Singapore,https://www.google.com/maps/place/C%C3%89+LA+VI+Singapore/data=!4m7!3m6!1s0x31da190440e93599:0x34732a2397ec6566!8m2!3d1.2846705!4d103.860986!16s%2Fg%2F12hknsgny!19sChIJmTXpQAQZ2jERZmXslyMqczQ?authuser=0&hl=en&rclk=1
Club AURA,Club,"442 Orchard Rd, Singapore 238879",,,,Tuesday9 pm–5:30 am | Wednesday9 pm–5:30 am | Thursday9 pm–5:30 am | Friday9 pm–5:30 am | Saturday9 pm–5:30 am | Sunday9 pm–5:30 am | Monday9 pm–5:30 am,nightclubs Singapore,"https://www.google.com/maps/place/Club+AURA/@1.3075862,103.8279836,17z/data=!3m1!4b1!4m6!3m5!1s0x31da198cb36f9abd:0xadb12309aad143ad!8m2!3d1.3075862!4d103.8279836!16s%2Fg%2F1pv5v4txn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Club Bollywood Lounge & Bar,Dance club,"67 Circular Rd, Singapore 049421",+880 1878-378017,,,Tuesday8 pm–3 am | Wednesday8 pm–3 am | Thursday8 pm–3 am | Friday8 pm–3 am | Saturday8 pm–4 am | Sunday8 pm–4 am | Monday8 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Club+Bollywood+Lounge+%26+Bar/@1.2863924,103.8491614,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1988116e8651:0x2635bbebbd55b917!8m2!3d1.2863924!4d103.8491614!16s%2Fg%2F11h7ksbx9w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Deluxe Lido Palace,Night club,"317 Outram Rd, #05-01 Concorde Shopping Centre, Singapore 169075",+65 6559 6323,,,Tuesday5 pm–3 am | Wednesday5 pm–3 am | Thursday5 pm–3 am | Friday5 pm–3 am | Saturday7 pm–3 am | Sunday7 pm–3 am | Monday5 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Deluxe+Lido+Palace/@1.288755,103.8342385,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1977e3fcb2e1:0xde9cc7079d148ad6!8m2!3d1.288755!4d103.8342385!16s%2Fg%2F1tf2prdz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Dashi Go-Go,Night club,"138 Market St, Level 39, Singapore 048946",+65 9638 4141,info@cotu.co,https://www.cotu.co/dashi-go-go,TuesdayClosed | Wednesday10:30 pm–3 am | Thursday10:30 pm–3 am | Friday10:30 pm–3 am | Saturday10:30 pm–4 am | Sunday10:30 pm–3 am | MondayClosed,nightclubs Singapore,https://www.google.com/maps/place/Dashi+Go-Go/data=!4m7!3m6!1s0x31da19665982e129:0x5ff88ccb012fbd12!8m2!3d1.2820194!4d103.8500817!16s%2Fg%2F11w3gklkz8!19sChIJKeGCWWYZ2jEREr0vAcuM-F8?authuser=0&hl=en&rclk=1
Club Casa Singapore,Night club,"35 Selegie Rd, B1-01 Parklane Shopping Mall, Singapore 188307",+65 8883 5020,,,Tuesday9 pm–3 am | Wednesday9 pm–3 am | Thursday9 pm–3 am | Friday9 pm–3 am | Saturday9 pm–4 am | SundayClosed | Monday9 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Club+Casa+Singapore/@1.300661,103.8493367,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19f7aed2938f:0x479be5aff39613e7!8m2!3d1.300661!4d103.8493367!16s%2Fg%2F11tk2bbtf6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Behind The Green Door SG,Cocktail bar,"97 Duxton Rd, Singapore 089541",+65 9100 7626,,https://kilo-collective.com/our-venue/behind-the-green-door-singapore/,TuesdayClosed | Wednesday7 pm–2 am | Thursday7 pm–2 am | Friday7 pm–3 am | Saturday8 pm–3:30 am | SundayClosed | MondayClosed,nightclubs Singapore,https://www.google.com/maps/place/Behind+The+Green+Door+SG/data=!4m7!3m6!1s0x31da1918fbc69ddf:0xf4fcc54d80437d88!8m2!3d1.2794847!4d103.8432495!16s%2Fg%2F11vjt4846g!19sChIJ353G-xgZ2jERiH1DgE3F_PQ?authuser=0&hl=en&rclk=1
Alphas club singapore,Night club,"500 Jln Sultan, Singapore 199020",,,,Tuesday9 pm–3 am | Wednesday9 pm–3 am | Thursday9 pm–3 am | Friday9 pm–3 am | Saturday9 pm–3 am | Sunday9 pm–3 am | Monday9 pm–3 am,nightclubs Singapore,"https://www.google.com/maps/place/Alphas+club+singapore/@1.3056188,103.8603467,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19a2f81cce53:0xf1a28739e19afb2d!8m2!3d1.3056188!4d103.8603467!16s%2Fg%2F11khbx88xc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
L Bistro,Karaoke bar,"2 Venture Dr, #02-38 Vision Exchange, Singapore 608526",,,,Tuesday5 pm–1 am | Wednesday5 pm–1 am | Thursday5 pm–1 am | Friday5 pm–1 am | Saturday5 pm–2 am | Sunday5 pm–1 am | Monday5 pm–1 am,late night bistro Singapore,"https://www.google.com/maps/place/L+Bistro/@1.330109,103.744756,17z/data=!3m1!4b1!4m6!3m5!1s0x31da115710c46a81:0x469472ea458357ca!8m2!3d1.330109!4d103.744756!16s%2Fg%2F11px9ybr9z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
1030 Bar & Bistro 壹零叁零,Bar,"511 Upper Jurong Rd, #01-03 d'Arena, Singapore 638366",+65 9696 0443,,https://www.facebook.com/1030-Bar-Bistro-%E5%A3%B9%E9%9B%B6%E5%8F%81%E9%9B%B6-110564564779420/,Tuesday4 pm–3 am | Wednesday4 pm–3 am | Thursday4 pm–3 am | Friday4 pm–3 am | Saturday5 pm–3 am | SundayClosed | Monday4 pm–3 am,late night bistro Singapore,https://www.google.com/maps/place/1030+Bar+%26+Bistro+%E5%A3%B9%E9%9B%B6%E5%8F%81%E9%9B%B6/data=!4m7!3m6!1s0x31da0ff7fb127cf5:0x9c1bee8e9bf8e8ef!8m2!3d1.3294695!4d103.6828842!16s%2Fg%2F11sg30q8jd!19sChIJ9XwS-_cP2jER7-j4m47uG5w?authuser=0&hl=en&rclk=1
