name,category,description,website,whatsapp,page_url,active_deal_count,deal_titles
SingaporeBathtubs,Bathroom,"At SingaporeBathtubs, we like to think every home has a bathtub destined for it. The perfect size, the perfect look and the perfect feel.
Matchmaking just happens to be our job",https://www.singaporebathtubs.com/,6594772664,https://btogroupbuy.sg/brand/singaporebathtubs-f01b383b-7434-4cfc-93ff-d5e8e5e42311,1,Bathtubs $600 OFF +  FREE Bath Bomb Set
SkiesLink Engineering Pte Ltd, Lighting and Fans ,"💡 Looking to brighten up your home without breaking the bank? Ceiling light installation doesn't have to cost a bomb.

At Skies Link Engineering Singapore, we’re a trusted one-stop provider for residential electrical services—including lighting installation, electrical wiring, repairs, and more 

Since 2009, we've powered countless residential and commercial projects with licensed electricians delivering quality and compliance

From now, enjoy ceiling light installation from only $12 per unit—a budget-friendly rate that lights up your home affordably.

Professional, prompt service

Reliable workmanship by licensed electricians

Covers full setup, wiring, and testing

The quality you expect, at a price you'll love

🔆 Ready to flip the switch on stylish, safe lighting? WhatsApp us or visit our website today to get started with your ceiling light installation from $12. Brighten up your BTO, resale, or office space without lifting a finger!",https://www.skieslink.com.sg/,659850 5849,https://btogroupbuy.sg/brand/skieslink-engineering-pte-ltd-f99f2e90-431e-4ac8-a5dd-6a3475fe57d7,3,Supply & Install Heater Point / Oven Point / Microwave / Water Heater / Dishwasher from $105 | Supply Sensor - Wardrobe Sensor from $95 | Installation of Ceiling Light from $12
Smart Home Elements Pte Ltd,Bathroom,Interior construction contractor in Singapore,https://www.smart-home.com.sg/,81695878,https://btogroupbuy.sg/brand/smart-home-elements-pte-ltd-241b3ac8-5f0d-42b4-b5c9-032421ff66ce,2,📌 Closed Deal | Supply & Install – KDK Fan + Laminated Frosted Glass | 📌 Closed Deal | Acrylic Ceiling Panels + Lighting
Softhome,Window & Curtain,"About Softhome

What Makes softhome Different?
We are a vibrant company with a dedicated team of professionals who can provide you with the right solutions for your furnishings needs, according to your budget. 

From enquiry to quotation and bespoke recommendation to installation, we are here to support you every step of the way with our friendly and prompt customer service, so you can sit back, relax and enjoy the completed interior!",https://www.softhome.sg/,+6592219632,https://btogroupbuy.sg/brand/softhome-233d3c38-da1d-4b67-88a6-6a3278066775,1,10% Less for BTO Curtains /  Blinds wallpaper or solar films
Sol Luminaire, Lighting and Fans ,"Sol Luminaire® is an innovative lighting establishment in Singapore that adopts the element of light in the field of space planning and design. We’re pleased to introduce AEON®, our in-house brand of creative lighting solutions that we design and manufacture to integrate into residential and commercial spaces across South East Asia.

Sol Luminaire® seeks to engineer lights that combine innovation, form and function. Expressing the modularity of our lights through the technical design process, we factor in considerations such as the selection of light sources, materials and heat sink capacity, alongside up-to-date technology.

Since the birth of Sol Luminaire®, we have adopted a sustainable approach through the use of Chip-on-board (COB) LEDs. The performance of our Mini series emphasises on scale reduction, low Unified Glare Rating (UGR), Dim to Warm technology and the flexibility of adjustable beam angles.

Sol Luminaire® 
the LAB2.1
Galerie 5
Rooms by Sol Luminaire®

Terms & Conditions:

The promotion is valid from 01 Jul 2025 until 31 Sep 2025.

The promotion is valid for 1 month from Date of Appointment

The promotion applies to a single transaction only.

The promotion is subject to availability and may be changed, modified, or terminated at any time at the discretion of the company.

Sol Luminaire® is not responsible for any loss or damage incurred as a result of participation in or acceptance of the promotion.

Register below to join the Others group buy—no payment needed at this time!
Sign up below to join Public group buy (no payment required at this stage).",https://solluminaire.com.sg/,+6583803433,https://btogroupbuy.sg/brand/sol-luminaire-ae9e727c-5039-4ab7-9fa8-dc167f7220a4,1,10% off all AEON products
Stand By Area,Defect Checking,"Ready to move into your dream home? Let SBA do all the work for you. We check, You relax 😌",https://www.instagram.com/standbyarea/,+6580580354,https://btogroupbuy.sg/brand/stand-by-area-db11ad2e-e9bd-4f3f-9e24-563095bed977,1,Defect Inspection from $125
Starhub,Other Services,,,83365504,https://btogroupbuy.sg/brand/starhub-df2305ca-917c-4f0b-9839-42af75728fcf,1,Ultra Speed 3Gbps SAVING $50  Voucher
STEELFRAME,Bedroom,Artisan fittings & fluid integrated systems tailored made for your closet to suit your taste and functional requirements.,https://www.steelframe.sg/,+6596636864,https://btogroupbuy.sg/brand/steelframe-561bf38c-cb98-4adf-b5c5-98b2f62abbbe,1,10% Off + Complimentary Cut to Size Service
Sunday Bedding,Bedroom,"We deliver the softest, most comfortable bedding",https://sundaybedding.com/?srsltid=AfmBOoq_EeMG2bEa6LWprFqgaKnOqixvqVbJ4YAoCZG150sKIuVisro_,+6586615821,https://btogroupbuy.sg/brand/sunday-bedding-2598c255-1884-468b-bce9-fe0893a3fbde,1,6% off all regular priced Sunday Bedding products
SureClean,Cleaning Services,"About Us SureClean

Sureclean®️ is a leading professional cleaning service company that is dedicated to providing excellent customer service and complete satisfaction to all our clients. Our team of experienced professionals is passionate about providing the best service possible and it shows in the numerous 5-star reviews we have on social media. We believe that our clients’ happiness is the key to our success, and we go above and beyond to ensure that all of our clients are completely satisfied with our services and have a Sureclean Experience.

We are proud to champion our Sureclean Happiness Guarantee which ensures that our clients are completely satisfied with our cleaning services Singapore or we will make it right. We use the latest and most efficient methods, combining them with top-of-the-line equipment and eco-friendly products to ensure that your space is spotless and hygienic. Trust Sureclean®️ for all your cleaning needs and experience the difference in a 5 Star customer service and have a peace of mind that comes with our Sureclean Happiness Guarantee.",https://sureclean.com.sg/,+6569839523,https://btogroupbuy.sg/brand/sureclean-12df3c60-bf56-46b6-80d8-0fec87130506,1,25% OFF for Post-Renovation Cleaning
SweetDreams,Bedroom,"🛏️ Sleep smarter, live better!

Say goodbye to sleepless nights with Sweet Dreams Furniture’s game-changing Clover Adjustable Bed Frame — featuring 4-motor support, head tilt, and extra lumbar relief for the best sleep of your life. 😴✨

✨ Need space? We’ve got you covered with our Hydraulic Storage Bedframe — lift with ease and store it all! Also available with side drawers!
Pair it with the Gausmann Mattress — German pocket spring tech and cooling fabric = next-level comfort. 🇩🇪❄️
📍Visit the showroom & experience the difference:
Sweet Dreams Furniture
12 Little Road #05-01, Lian Cheong Industrial Building, Singapore 536986",https://www.sweetdreams.sg/,6591193786,https://btogroupbuy.sg/brand/sweetdreams-8b5bf90f-f1cd-444b-b8a4-6156b23f6f0a,2,Exclusive Buy Mattress Free Storage Bed Frame | Mattress & Bed Frame Bundle Deal | Hilker Luxury Mattress | 20% Store PROMO + EXTRA 10% OFF FOR BTO GROUP BUY! | 10-Yr 1-to-1 Guarantee 🚨
The Curtain Boutique,Window & Curtain,The Curtain Boutique has helped fit window furnishing and outdoor balcony solutions to over tens and thousands of Singaporean homes islandwide.,https://www.tcb.com.sg/,+6581695878,https://btogroupbuy.sg/brand/the-curtain-boutique-82569097-4d7c-46e1-b732-5736ec500d1d,2,10% OFF Authentic Ziptrak® Blinds | 15% OFF Indoor Blinds
The Curtains Design,Window & Curtain,The Curtains Design offers professional with excellent customer service and delicate workmanship to our valuable customers.,https://www.facebook.com/thecurtainsdesign,+659145 8366,https://btogroupbuy.sg/brand/the-curtains-design-dceda7f5-db80-4195-a490-1d4a6b95a9cb,1,The Curtains & Blinds BTO Group Buy -🔥50%off🔥
The Defect Guys Pte Ltd,Defect Checking,"We are defect specialists and we are trained to detect them in your new home. Our inspectors have a keen eye for construction flaws, from minor imperfections like uneven flooring to more serious issues like water leaks or cracks in walls. We'll ensure your new home meets the highest standards so you can avoid costly repairs down the road.Moving into a new house should be exciting, not stressful. But construction defects lurk beneath the surface, and can be hard to detect with the untrained eye. Every house has a defect liability period (DLP), where your developers are liable to rectify them. In addition, this has to be done before any renovation work commences, and it is important to rectify them in this time frame. That's where we come in. Our team of experienced defect specialists have a keen eye for catching them before they become problems. Don't let hidden issues turn your dream home into a nightmare. Contact us today for a comprehensive defect check! The thrill of buying a new home can quickly turn into worry if defects go unnoticed. We have been in the construction industry, giving us an intimate understanding of common defects and potential problem areas. Our inspectors are well-trained and have a hawk-eye for detail to inspect your new home. This isn’t just about checking boxes. It is a commitment to uncovering potential issues that the untrained eye might simply overlook. They understand the subtle signs that can indicate underlying problems, saving you a significant headache.",https://www.thedefectguys.com/,81100729,https://btogroupbuy.sg/brand/the-defect-guys-pte-ltd-9b22ffb6-4fab-49ff-a46a-2a77f11083a1,2,BTO unlimited defect inspection + report from  98 | Condo unlimited defect inspection + report from 128 
The Laundry Valet,Cleaning Services,"Your Time is a Luxury. Your Laundry Service Should Be, Too.",https://www.thelaundryvaletsg.com/,+6580811479,https://btogroupbuy.sg/brand/the-laundry-valet-ebf7c25d-ad70-42a1-952d-6a71d1579150,6,Beddings $40 - $360 | Curtains  $100 - $970 | Iron Only  $40 - $300 | Load Washes (Fold/ Iron)  $40 - $500 | Dry Cleaning  $30 - $500 | Group Buy @ $25
The Table Guy,Furniture,Customisable Live Edge Wood Slab Tables,https://tableguy.sg/?srsltid=AfmBOoq9B-K5AQOYRmyN07o_qSLU0G6JzNJXWEABngkgy62WbzrzZfcL,+6584998989,https://btogroupbuy.sg/brand/the-table-guy-69ea57c5-2014-4321-bc28-9f3334cf9e30,4,10% off The DreamDesk | 10% off Atlas Shelf | 10% off TV Console | 10% off Dining Tables
Three Cubes Singapore,Other Services,"About Us
Since our establishment in 2012, we've evolved into a trusted leader in smart lighting & home automation solutions, enriching the lives of countless homeowners, tenants, and retailers.

Representing renowned brands such as AQARA, AZ ELITE, MÖWE, PHILIPS, PLUMEN, SCHNEIDER ELECTRIC, SIMON and YEELIGHT, alongside our exclusive in-house range of light fittings, luminaires, and lamps, we curate an extensive selection to cater to diverse tastes and preferences. Additionally, our offerings extend to premium fan brands like CRESTAR, BIG ASS Fans (HAIKU), ECO-AIRX, Möwe, PO ECO, and SPIN.

Setting us apart from traditional lighting stores and standalone home automation providers is our unique fusion of artistic illumination and cutting-edge technology. We seamlessly integrate both elements to provide clients with a comprehensive, modern home solution in a single, convenient location.

Not everyone holds the same enthusiasm and convictions regarding the multifaceted use of lighting. Some may prioritise functionality over aesthetics, viewing lights merely as tools for illumination rather than embracing their broader potential.

With over a decade of collaborative partnerships and customer engagements, Threecubes stands as your ultimate destination for all things light and smart. Join us on a journey where innovation meets illumination, transforming spaces and experiences one light at a time.",https://www.threecubes.com.sg/,6588072481,https://btogroupbuy.sg/brand/three-cubes-singapore-0f94bf3e-d86f-4062-a477-eb714db458f0,1,12% OFF for SIMON M3 Series switches & sockets 
Tile Grout Singapore,Renovation & ID,"Floor refinishing service in Singapore
",https://www.groutsg.com/,+6591115778,https://btogroupbuy.sg/brand/tile-grout-singapore-8dd58f38-e963-4d35-b7b1-3bc808be35b1,1,Epoxy Grouting
TIM Gates & Grilles,Window & Curtain,"Founded in 2018, Tim Gates and Grilles has established itself as a trustworthy provider of innovative products in Singapore.

Our commitment to quality and safety reflects in our Invisible Grilles, Autogates, Awnings, Slim Frame Glass Doors and Stainless Steel Cabinets, designed to enhance your home while ensuring protection.

We listen to our customers to deliver tailored solutions.",https://www.timgatesgrilles.com/, +65 89610528,https://btogroupbuy.sg/brand/tim-gates-grilles-4f14a446-b61d-46f4-8f1b-c87da693e923,6,Modern BTO Hidden Track Door SAVING $92 | BTO Sliding Door SAVING $220 | BTO Casement Toilet Door | Sliding BTO Invisible Grilles SAVING 20% | 🔥Casement BTO Invisible Grilles SAVING 20% | Fixed BTO Invisible Grilles SAVING 20%
Tlux Lighting, Lighting and Fans ,"Why choose TLUX Singapore?
Competitive and transparent pricing
We are upfront and transparent about our prices.
Our LED products are personally curated and sourced directly from suppliers, cutting out unnecessary middlemen charges. This translates to lower prices without compromising on quality and design of our LED products, for our valued customers.
Physical showroom for better customer shopping experience
We are confident of the quality of our products, which is why we insist on maintaining a physical showroom to complement our online shop. Our newly renovated showroom at E-centre Redhill will allow you to personally see and feel our LED products and fixtures, so that you can make a more informed choice when planning your LED lighting needs.
Self-collection (by appointment) is also possible for selected products.
Good technical knowledge and after-sales support
Our staff will also be present to address any doubts or product-related issues.
Our customers constantly return to us for new LED and decorative light offerings, as they are assured of good advice and after sales service.
Look no further – drop us an email or Whatsapp us for an appointment now!

",https://tlux.sg/,96584984,https://btogroupbuy.sg/brand/tlux-lighting-23642096-8be2-4628-97e1-8d4dbd85ef58,3,Square Single Head Surface Mount GU10 Ceiling Fixture | Osram LED Chip Linear Downlight |  Safety Mark 7W Citizen COB Recessed Tube Downlight
TOTOMAN,Furniture,,https://www.instagram.com/totomanpteltd?igsh=aWloN3Z1bXdhY245,80228878,https://btogroupbuy.sg/brand/totoman-9edacca6-4822-4e85-86b2-1fcfbc3379ff,2,BTO CNY Door Deal from ONLY $788 Net Group Buy  | BTO Direct Contractor Glass Door Installation Promo Group Buy - From $938 Nett Installed
Two Moms Curtains,Window & Curtain,"Our Story
We're a small curtain shop in Singapore, run by two mothers who understand what makes a house feel like home. We work with trusted suppliers across Singapore, Malaysia, China, Korea, and Turkey, so we can find you good options at fair prices. You can see examples of our work in our showcase.

We started this business because we know how much the right curtains can change how your home feels. As mothers ourselves, we understand that you want your home to be comfortable for your family. We take time to listen to what you need and help you find curtains that work for your space and budget. It's not about selling you the most expensive option – it's about finding what's right for you.",https://www.twomoms.sg/,6586130605,https://btogroupbuy.sg/brand/two-moms-curtains-b7305563-d73c-4190-ba21-f4bd33600356,3,Group Buy Curtain Saving 18% | Group Buy BTO Curtain Saving 10% | BTO Curtain Package Saving 5%
TWS Home, Lighting and Fans ,TWS_Store sells the following items: - basic downlights and light bulbs ,https://www.lazada.sg//shop/twshome//_____tmd_____/punish?x5secdata=xcnKfUJovas8xVf%2bLit7a26l%2bre5%2bkNmvI4gj%2bqtakHU70FXKG8Tj9gdOrivtkSWwCznQ68EmKEBxgFagSh8kwud3EUKv%2ba75nxKn346091gnviqJqzIHD9wpsy32fhl6xilIW5yZwtSbTGfJzhKMdIqi%2bWC19%2f8gr0NpUuovSdeVI4jV%2bdqGhndYtaIY5g9Fg%2fpLkKos2qGRrRYrmpSYrCAeiJCmR2gmfkkvNGmKPdyA5Xdgpkzyp1haTYCtz%2fnLQK%2b7QW7wNyk%2f09Ilt8r9a20Vkp9w7X%2fEYM%2bioVQo4fGwpAHE6yz%2b3eoFEPKIGdcvLHtQKFHyl3nZCiGIapHJTWALgWp%2frWxdLFjJtpIbpbjxnoDgF4rxw3xWyG2yywj8VSTTmZiEPCWSAKLo4MTlsI4TkrgNnkUIEwNSyttj2KidpKtCWeEO%2bNWGpOY%2b0BarFSTVayTsba6mCjdqYCE8dO7EKcbsvon%2fs8YEmO3QpQ17oRJuAZ7UyHloE1H0I5bGHz%2f6wBBu%2bG1XqLdOIZSGPJGISR6mhwrOIJQLwccGaGDQqAT8sMnYBKxnwzniXfzQWs5uPv%2bzwm3ZdX%2fdZsMEApLK9rSLm5Ni%2bRnDiDZdvKPd3AjHTwOJTnN%2fN85WVYRXdTM2uWEwQgrX34GuLE3q9pleSdrTZ%2ff44%2bQfWLSnrn0bufvVBpZh56bSaLzAuqHcXlz5iqLxqx6wVDWjETP0xzg%3d%3d__bx__www.lazada.sg%2fshop%2ftwshome%2f&x5step=1,+6598794721,https://btogroupbuy.sg/brand/tws-home-6e5c3c9c-5280-423f-a7a3-41da4f051734,4,BTO Package - Fanco Fans + Philips Lights + Schneider Electric AvatarOn Switches and Sockets | Schneider Electric AvatarOn C Switches and Sockets | FANCO Rito 3 and Rito 5 Ceiling Fan | Schneider Electric AvatarOn Switches and Sockets
UC Fresh Air,Formaldehyde Removal,"Professional Formaldehyde & TVOC Removal Service in Singapore
Breathe Easy with UC Fresh Air
Looking to eliminate formaldehyde and TVOC from your indoor environment? UC Fresh Air offers expert formaldehyde and TVOC removal services across Singapore. Our certified team is committed to improving indoor air quality and ensuring a safe space for your family, colleagues, and customers.

Trust UC Fresh Air to create a cleaner, healthier space where you can truly live and work comfortably.",https://ucfreshair.com/,+6590705064,https://btogroupbuy.sg/brand/uc-fresh-air-2f29868a-6621-440b-8f24-33428f771770,1,DIY Formaldehyde Removal 
Uncle Defect,Condo Group Buy,Condo Defect Inspector,,+6588584141,https://btogroupbuy.sg/brand/uncle-defect-73b47679-491f-4718-9870-28d35f73615a,0,
Uncle Defect,Defect Checking,Uncle Defect is SG's #1 defect checking company with endorsements from famous celebrities.,https://www.uncledefect.sg,+6588584141,https://btogroupbuy.sg/brand/uncle-defect-84e50321-7d67-49ec-bc62-f5222406026e,4,Defect Inspection HDB - 3 trips | Defect Inspection HDB - 1 trip | Defect Inspection Condo- 3 trips | Defect Inspection Condo- 1 trip
VArtisan,Painting,"Cleaning and Painting service
After-reno cleaning
Handover Cleaning
Weekly cleaning",,6596928054,https://btogroupbuy.sg/brand/vartisan-4de82cc4-e051-4338-b96d-ba2cdd19b7cb,1,BTO Home Painting + Free shifting of furniture
Venue Painting,Painting,"Welcome to Venue Painting | Professional Painting Services - Your Premier Painting and Interior Services Provider in singapore. At Venue Painting, we believe that your home or business space should be a reflection of your unique style and personality. With a passion for transforming spaces and a commitment to excellence, we have been providing top-notch painting and interior services to Singapore and the surrounding areas for 18+ Years. Our team of experienced professionals is dedicated to turning your vision into reality. Whether you're looking to refresh the walls with a fresh coat of paint, completely renovate your interiors,tiling and partition services or add a touch of elegance to your space, we have the expertise and creativity to bring your dreams to life. We take pride in our attention to detail, use of high-quality materials, and commitment to customer satisfaction. Our mission is to not only meet but exceed your expectations, ensuring that every project is completed on time and within budget. At Venue Painting, we understand that your space is more than just four walls; it's where memories are made, ideas are born, and comfort is found. Let us be your trusted partner in enhancing the beauty and functionality of your space.",Www.venuepainting.com,+655. 91424242,https://btogroupbuy.sg/brand/venue-painting-702e820b-1928-4e40-8718-6a00111db44d,1,HDB / Condo Painting BTO Group Buy (From $499!)
Vertic,Painting,,https://www.instagram.com/verticsg?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,9112 2826,https://btogroupbuy.sg/brand/vertic-4546fcbb-03d1-43ea-abaa-fb646addb921,4,Nippon HDB Painting Package Singapore BTO Group Buy  | BTO Best Wall Panel Deals Singapore – Limited Time Discount! | Suzuka Texture Wall Paint Deal BTO Group Buy - 10%off | BTO Limewash Painting SAVING up to $189
ViewQwest,Food & Beverage,Internet service provider in Singapore,https://viewqwest.com/sg/,+6531020000,https://btogroupbuy.sg/brand/viewqwest-23e89c6d-f5a0-4b05-9943-a31468816fcb,2,10Gbps Home Broadband | 3Gbps Home Broadband
W.atelier,Bathroom,"W. Atelier provides the lifestyle you deserve with a one-stop solution for your Bathroom, Furniture and Kitchen needs in Singapore.",https://www.watelier.com/,+6597356783,https://btogroupbuy.sg/brand/w.atelier-a6b8be66-a25a-4cd9-a549-bdaac75569ea,1,Special for BTO owner Big Toto Washlet 40% OFF
W&W Inspection,Defect Checking,"HOW WE ARE

We are professional: BCA Academy Certificate - CONQUAS Training for Builders/Developers and Consultants + ROHS Compliant Equipment

We are experienced: 3000+ defect inspection & lock up experience (as the rectification team to have joint inspections with HDB/Private Developers) 

We are domain experts: 9+ years’ experience in building/construction, including structural, architectural & Mechanical + Electrical engineering

We are detailed: Eagle sharp eye to spot hidden and tricky defects

We are adaptable: Customized professional advice for each unit

We are good at communication: Bridge you with developers&contractor with their stronger willingness for better rectification

We are knowledgeable: Our skilled trainer owns National University of Singapore (NUS) Honoured bachelor’s degree in civil engineering & NUS Honoured master’s degree in project management, and delivers professional and practical knowledge and trainings to the whole team

 Rich Experience × Smart Brain × Sharp Eagle Eye = Defect Free Properties for You",https://www.wwinspection.net/,6590061965,https://btogroupbuy.sg/brand/ww-inspection-0700edc0-ed25-46f3-81f0-59fba0a70f1b,2,Condo/EC Defect Inspection + report from 208 | HDB BTO Defect Inspection + report from 118
Wasser Bath,Bathroom,"WASSER BATH AT YOUR SERVICE
Wasser Bath is supplier of bathroom, kitchen and toilet accessories in Singapore. We have a wide range of selection that will meet your budget and exceed your expectations with modern designs that are imbued with quality. We have supplied to many condominiums and projects island wide.

We have worked hard to source a range of Wares that offers both style and practicality for your daily use.

With our money saving package to the best deals, from the stylish Tap ware you always want, to our affordable bathrooms accessories, and regular offers, we are confident that at Wasser Bath, you will get the best deals. Forget about those big stores. We have got them covered. So, what are you waiting for?",https://wasserbath.com/,+6562588253,https://btogroupbuy.sg/brand/wasser-bath-67895c79-da4e-4877-a0ce-39aa56f78f56,2,Toilet Bowl + Chrome 3-way Rotary Rain Shower only $599  | Brass Rain Shower Set $499 + FREE Gift up to $1000
Wells Singapore,Water,"Wells products are designed to not just beautify your home, but also futureproof it. With the end user’s experience in mind, Wells practices stringent research and development for each product, never compromising on anything less than excellence. Wells products are great for elevating home designs and enhancing the wellbeing of the entire family.

Valuing a clean and conducive environment as a luxury that is well deserved by all, the company strives to bring premium quality products to homes and workspaces through multi-functional and elegant design. The home appliances include water dispensers, air purifiers and beauty devices, some of which have been recognised by international awards such as the iF Design Award, Red Dot Design Award, IDEA Design Award and Good Design Award.",https://www.wellssingapore.com/,+6581695878,https://btogroupbuy.sg/brand/wells-singapore-4a923368-871f-4ff8-9c9b-c06f7ffad410,1,Wells The One / Slim One / True Tankless Cooling+ Premium Water Purifier
WindowShield Pte Ltd,Window & Curtain,Window installation service in Singapore,https://windowshield.co/,+6585128055,https://btogroupbuy.sg/brand/windowshield-pte-ltd-958f861e-9edf-4974-bce7-87f660b2cf51,3,Closed Deal | 5% WS Nano Ceramic Solar Films/Privacy Films/Safety Films | Closed Deal | 5% Group Buy Discount – WindowShield Invisible Grilles 🏠🔒 | 5% Group Buy Discount- WindowShield Retractable Mesh – Keep Insects Out While Enjoying Fresh Air 🐞🏡
Winspiray Singapore Pte Ltd,Home & Living,,winspiray.com,8524 3153,https://btogroupbuy.sg/brand/winspiray-singapore-pte-ltd-5058953c-e54c-4593-9b72-aa720adf0b43,2,🔥BTO Solar Film Singapore Group Buy - 15%OFF🔥 | 🔥BTO Group Buy Solar Film Promotion - 15%OFF🔥
Wood Origins,Renovation & ID,"Explore our range of vinyl floorings, engineered wood and fluted panels, marrying durability with beauty. Illuminate your space with a fresh perspective.",https://woodorigins.sg/,+6581695878,https://btogroupbuy.sg/brand/wood-origins-4940e0d9-c6a7-41f5-a76b-105a36b82d82,1,Fluted Panel
Yi Ki Door & Renovation,Door & Locks,"Your Home, Our Priority.

With over a decade of experience, Yi Ki Door & Renovation is a customer-centric company, offering top-notch door and window solutions to enhance your Singaporean living space.

Your Vision, Our Craft.

Customize your home with Yi Ki Door and Renovation. Our wide range of products, from sliding doors to window grilles, can be tailored to your exact specifications. Enjoy professional installation and hassle-free removal of old fixtures.",https://yikidoor.com.sg/,6588325239,https://btogroupbuy.sg/brand/yi-ki-door-renovation-3ce29891-667c-477a-a8cb-7bd49b06f22b,6,Ultra Slim Bi-Fold Door Singapore + Free Digital Letter Lock | BTO Ultra Slim Swing Door Singapore + Free Digital Letter Box Lock | 🚪 BI-Fold Door Group Buy saving $40 per door ! | ✨ Slim Profile Door Surprise Deal 11% OFF  | ✨ BTO Flat Special Promotion – Doors & Windows Bundle! ✨ | Yi Ki Door & Window BTO Flat Special Saving 11%
Zafar Inspection,Defect Checking,Home inspection firm for Defects. It's More than Cosmetic defects! Let us 'Zap Far' for an added peace of mind!,https://zafarinspection.com,+6581695878,https://btogroupbuy.sg/brand/zafar-inspection-3e2e933c-6f41-41be-a6db-bf965875fe49,1,Defect Check 3trips SAVING $24
ZUHNE - Premium Kitchen Sinks,Kitchen,Industry leading kitchen sinks and accessories. Official Grohe partner.,https://zuhne.com/,+6580253585,https://btogroupbuy.sg/brand/zuhne--premium-kitchen-sinks-c21b5268-8c14-43ed-bfac-30826dcc5afa,3,Secret Deal for SG's bestselling  Kitchen Sink with Free Accessories | Secret Deal for SG's bestselling  Kitchen Sink with Free Accessories | BUNDLE DEAL: Secret Deal for SG's bestselling  Kitchen Sink with Free Accessories
